title,mixed fandom,ships,characters,hits,kudos,published,Deku,Bakugo,Deku & Bakugo,Aizawa,Prez Mic,Aizawa & Prez Mic,Aizawa & Deku,Enjiro,Bakugo & Kirishima,Shoto,Deku & Shoto,Dabi,Hawks,Dabi & Hawks,Uraraka,Deku & Uraraka,All Might,Deku & All Might,Class,Deku & Class,Denki,Shinsou,Denki & Shinsou,Deku & Shinsou,Reader,Bakugo & Reader,Bakugo & Shoto,Deku & Prez Mic,Mina,Kirashima,Mina & Kirashima,Jirou,Jirou & Denki,Shigaraki Tomura,Deku & Shigaraki Tomura,Aizawa & Shinsou,Nedzu,Deku & Nedzu,Deku & Reader
My Hero Academia: Ultra Achievement - Beginnings Saga,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Midoriya Izuku/Uraraka Ochako', 'Midoriya Izuku & Yagi Toshinori | All Might', 'Midoriya Izuku & Everyone', 'Class 1-A & Midoriya Izuku', 'Midoriya Inko & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Kayama Nemuri | Midnight & Yamada Hizashi | Present Mic', 'Iida Tenya & Midoriya Izuku', 'Midoriya Izuku & Shimura Nana', 'Shimura Nana & Yagi Toshinori | All Might', 'Ashido Mina/Kirishima Eijirou', 'Iida Tenya/Kendou Itsuka']","['Midoriya Izuku', 'Iida Tenya', 'Uraraka Ochako', 'Yagi Toshinori | All Might', 'Midoriya Inko', 'Nedzu (My Hero Academia)', 'Aizawa Shouta | Eraserhead', 'Kayama Nemuri | Midnight', 'Yamada Hizashi | Present Mic', 'Gran Torino (My Hero Academia)', 'Maijima Higari | Power Loader', 'Bakugou Mitsuki', 'Sensei | All For One', 'Bakugou Katsuki', 'Ashido Mina', 'Kirishima Eijirou', 'Yaoyorozu Momo', 'Todoroki Shouto', 'Asui Tsuyu', 'Tokoyami Fumikage', 'Shuuzenji Chiyo | Recovery Girl', 'Shigaraki Tomura | Shimura Tenko', 'Iida Tensei | Ingenium', 'Sakamata Kuugo | Gang Orca', 'Kamihara Shinya | Edgeshot', 'Todoroki Enji | Endeavor', 'Class 1-A (My Hero Academia)', 'Shimura Nana', 'Shinsou Hitoshi', 'Kendou Itsuka', 'Takami Keigo | Hawks', 'Usagiyama Rumi | Miruko', 'Tatsuma Ryuuko | Ryuukyuu', 'Hadou Nejire', 'Toogata Mirio', 'Fukukado Emi | Ms. Joke']",224817,2034.0,2023-04-20,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Genetic Anomaly,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku & Original Male Character(s)', 'Midoriya Izuku & Yagi Toshinori | All Might', 'Bakugou Katsuki & Midoriya Izuku', 'Class 1-A & Midoriya Izuku', 'Bakugou Katsuki/Midoriya Izuku', 'Todoroki Shouto & Original Male Character(s)', 'Bakugou Katsuki & Original Male Character(s)', 'Todoroki Shouto/Original Male Character(s)']","['Midoriya Izuku', 'Bakugou Katsuki', 'Yagi Toshinori | All Might', 'Class 1-A (My Hero Academia)', 'Tsukauchi Naomasa', 'Original Male Character(s)', 'Sensei | All For One', 'Yoichi | First One For All User (My Hero Academia)', 'Shimura Nana', 'Aizawa Shouta | Eraserhead', 'Original Non-Binary Character', 'Second One For All User (My Hero Academia)', 'Banjou Daigorou | Lariat']",53794,851.0,2023-04-20,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fate and the Unbeliever,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Kirishima Eijirou'],"['Bakugou Katsuki', 'Kirishima Eijirou', 'Kaminari Denki', 'Shinsou Hitoshi', 'Midoriya Izuku', 'Utsushimi Camie', 'Ashido Mina']",16,1.0,2023-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aladdin -Shindeku AU-,"['Fandoms:\nAladdin (2019), 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)']","['Hitoshi Shinsou/Izuku Midoriya', 'Shouta Aizawa/Hizashi Yamada', 'Hanta Sero/Shouto Todoroki', 'Momo Yaoyorozu/Kyouka Jirou']","['Hitoshi Shinsou', 'Izuku Midoriya', 'Kai Chisaki (Overhaul)', 'Shouta Aizawa (Eraserhead)', 'Hizashi Yamada (Present Mic)', 'Shouto Todoroki', 'Hanta Sero', 'Momo Yaoyorozu', 'Kyouka Jirou']",30,1.0,2023-04-19,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OUR INNOCENT PROMISES; HOW LONG SHALL THEY LAST?,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga), 鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Anime), 鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Manga)']","['Izumi Kouta & Midoriya Izuku', 'Midoriya Izuku & Shinazugawa Sanemi', 'Izumi Kouta & Shinazugawa Genya']","['Izumi Kouta', ""Izumi Kouta's Parents | Water Hose"", 'Midoriya Izuku', 'Shinazugawa Sanemi', 'Shinazugawa Genya', 'Shinazugawa Family (Kimetsu no Yaiba)']",60,5.0,2023-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Living While Dying,"['Fandoms:\n文豪ストレイドッグス | Bungou Stray Dogs, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia']","['Dazai Osamu & Midoriya Izuku', 'Midoriya Izuku & Mori Ogai', 'Dazai Osamu & Nakahara Chuuya (Bungou Stray Dogs)']","['Dazai Osamu (Bungou Stray Dogs)', 'Midoriya Izuku', 'Mori Ougai (Bungou Stray Dogs)', 'Nakahara Chuuya (Bungou Stray Dogs)', 'Other Character Tags to Be Added', 'Bakugou Katsuki', 'Oda Sakunosuke (Bungou Stray Dogs)']",8219,847.0,2023-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shine Through,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga), Hedone High (Webcomic)']","['Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki/Midoriya Izuku/Original Male Character(s)', 'Bakugou Katsuki & Midoriya Izuku']","['Bakugou Katsuki', 'Midoriya Izuku', 'Original Characters', 'Class 1-A (My Hero Academia)', 'Inui Ryou | Hound Dog']",129,4.0,2023-04-19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sachiko's Ties,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Uraraka Ochako', 'Bakugou Katsuki & Uraraka Ochako', 'Ashido Mina/Kirishima Eijirou']","['Bakugou Katsuki', 'Uraraka Ochako', ""Uraraka Ochako's Family"", 'Original Child Character(s)']",7029,524.0,2023-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Futanari Askbox Fic,"[""Fandoms:\nFairy Tail, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga), 鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Anime), 小林さんちのメイドラゴン | Kobayashi-san Chi no Maid Dragon | Miss Kobayashi's Dragon Maid, Naruto, Persona Series, Guilty Gear (Video Games), Dragon Ball, Super Smash Brothers, One Piece (Anime & Manga), この素晴らしい世界に祝福を! | KonoSuba: God's Blessing on this Wonderful World! - All Media Types, Chainsaw Man (Manga), SPY x FAMILY (Manga), Pocket Monsters | Pokemon - All Media Types""]",[],[],6076,37.0,2023-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Very Cliché (rain scene),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Kaminari Denki/Shinsou Hitoshi', 'Bakugou Katsuki & Kaminari Denki', 'Kaminari Denki & Kirishima Eijirou', 'Bakugou Katsuki & Kirishima Eijirou']","['Bakugou Katsuki', 'Shinsou Hitoshi', 'Kaminari Denki', 'Kirishima Eijirou', 'OC - Character']",24,4.0,2023-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRBK week 2023 (SFW) - D3 Night In,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Kirishima Eijirou'],"['Kirishima Eijirou', 'Bakugou Katsuki']",181,9.0,2023-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Show us who you are,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Midoriya Izuku & Shinsou Hitoshi', 'Midoriya Izuku & Todoroki Shouto', 'Midoriya Izuku & Yagi Toshinori | All Might', 'Midoriya Izuku & Uraraka Ochako', 'Iida Tenya & Midoriya Izuku', 'Class 1-A & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic']","['Midoriya Izuku', 'Shinsou Hitoshi', 'Todoroki Shouto', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Yagi Toshinori | All Might', 'Toogata Mirio', 'Iida Tenya', 'Uraraka Ochako', 'Bakugou Katsuki', 'Nedzu (My Hero Academia)', 'Class 1-A (My Hero Academia)']",1478,186.0,2023-04-19,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
KRBK week 2023 (SFW) - D3 Free day,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Kirishima Eijirou'],"['Kirishima Eijirou', 'Bakugou Katsuki']",130,8.0,2023-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirishima's Big Brother,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Ashido Mina & Bakugou Katsuki & Kaminari Denki & Kirishima Eijirou & Sero Hanta', 'Kirishima Eijirou & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Ashido Mina & Kirishima Eijirou', 'Class 1-A & Midoriya Izuku']","['Bakugou Katsuki', ""Kirishima Eijirou's Parents"", 'Midoriya Izuku', 'Kirishima Eijirou', 'Ashido Mina', 'Sero Hanta', 'Aizawa Shouta | Eraserhead', 'Kaminari Denki', 'Jirou Kyouka', 'Class 1-A (My Hero Academia)', 'Pro Heroes (My Hero Academia)', 'Original Female Character(s)', 'Original Male Character(s)']",2403,153.0,2023-04-19,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Taking A Break From All That Training - BAKUDEKU,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki & Midoriya Izuku']","['Bakugou Katsuki', 'Midoriya Izuku']",261,21.0,2023-04-19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not Nineteen Forever,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Todoroki Shouto'],"['Bakugou Katsuki', 'Todoroki Shouto', 'Midoriya Izuku', 'Bakugou Mitsuki', 'Bakugou Masaru', 'Todoroki Rei', 'Todoroki Fuyumi', 'Yagi Toshinori | All Might', 'Kirishima Eijirou', 'Dabi | Todoroki Touya', 'Class 1-A (My Hero Academia)']",414,62.0,2023-04-19,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
My Hero Bacchanalia: Day 4. Gladiator/Hunter.,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],[],['Kirishima Eijirou'],23,2.0,2023-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caught in Honeymoon,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga), boku - Fandom']","['Bakugou Katsuki/Midoriya Izuku', 'Midoriya Izuku/Todoroki Shouto', 'Kaminari Denki/Shinsou Hitoshi', 'Kaminari Denki/Uraraka Ochako', 'Bakugou Katsuki/Uraraka Ochako', 'Ashido Mina/Kirishima Eijirou']","['Midoriya Izuku', 'Bakugou Katsuki', ""Bakugou Katsuki's Parents"", 'Kirishima Eijirou', 'Midoriya Inko', 'Ashido Mina', 'Todoroki Shouto']",256,6.0,2023-04-19,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Hope's Bloom (and the Thorns of Despair),"['Fandoms:\nMahou Shoujo Madoka Magika | Puella Magi Madoka Magica, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)']","['Hadou Nejire & Midoriya Izuku', 'Bakugou Katsuki & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Midoriya Izuku & Shinsou Hitoshi', 'Midoriya Izuku & Monoma Neito', 'Midoriya Izuku & Toga Himiko', 'Amajiki Tamaki & Hadou Nejire & Toogata Mirio', 'Amajiki Tamaki/Hadou Nejire/Toogata Mirio']","['Midoriya Izuku', 'Bakugou Katsuki', 'Hadou Nejire', 'Aizawa Shouta | Eraserhead', 'Monoma Neito', 'Shinsou Hitoshi', 'Toga Himiko', 'Class 1-A (My Hero Academia)', ""U.A.'s Big Three (My Hero Academia)"", 'Kyubey (PMMM)', 'Witches (PMMM)']",257,20.0,2023-04-19,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Happy Birthday, King Katsuki! 2023",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],[],['Bakugou Katsuki'],42,1.0,2023-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPERATION: Flight,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Takami Keigo | Hawks/Original Male Character(s)', 'Hakamata Tsunagu | Best Jeanist/Original Male Character(s)', 'Sasaki Mirai | Sir Nighteye/Original Male Character(s)']","['Takami Keigo | Hawks', 'Hakamata Tsunagu | Best Jeanist', 'Sasaki Mirai | Sir Nighteye', 'Original Male Character(s)', 'Original Trans Character(s)']",1572,31.0,2023-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fortune Favors the Bold,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Dabi | Todoroki Touya/Reader'],"['Dabi | Todoroki Touya', 'Reader', 'You', 'Iguchi Shuuichi | Spinner', 'Shigaraki Tomura | Shimura Tenko', 'Toga Himiko', 'Sako Atsuhiro | Mr. Compress', 'Bubaigawara Jin | Twice', 'Chisaki Kai | Overhaul', 'League of Villains (My Hero Academia)']",1267,76.0,2023-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Living A Lie,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Midoriya Izuku/Todoroki Shouto', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Dabi | Todoroki Touya/Takami Keigo | Hawks', 'Monoma Neito/Shinsou Hitoshi', 'Kaminari Denki/Monoma Neito/Shinsou Hitoshi', 'Kaminari Denki/Shinsou Hitoshi', 'Kaminari Denki/Monoma Neito', 'Midoriya Izuku & Shinsou Hitoshi', 'Bakugou Katsuki & Midoriya Izuku', 'Bakugou Katsuki & Todoroki Shouto']","['Midoriya Izuku', 'Shinsou Hitoshi', 'Todoroki Shouto', 'Todoroki Enji | Endeavor', 'Dabi | Todoroki Touya', 'Takami Keigo | Hawks', 'Bakugou Katsuki']",1092,46.0,2023-04-19,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Хороший мальчик,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Dabi | Todoroki Touya/Takami Keigo | Hawks'],"['Dabi | Todoroki Touya', 'Takami Keigo | Hawks', 'Sako Atsuhiro | Mr. Compress']",27,5.0,2023-04-18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Party Shirt,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Midoriya Izuku/Rody Soul', 'Bakugou Katsuki/Midoriya Izuku', 'Class 1-A & Midoriya Izuku']","['Midoriya Izuku', 'Rody Soul', 'Bakugou Katsuki', 'Ashido Mina', 'Uraraka Ochako', 'Todoroki Shouto', 'Yaoyorozu Momo', 'Kirishima Eijirou', 'Shinsou Hitoshi', 'Iida Tenya', 'Satou Rikidou', 'Jirou Kyouka', 'Kaminari Denki', 'Sero Hanta', 'Tokoyami Fumikage', 'Asui Tsuyu', 'Hagakure Tooru', 'Shouji Mezou', 'Koda Koji']",612,51.0,2023-04-18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aisle and error,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Todoroki Shouto'],"['Todoroki Shouto', 'Bakugou Katsuki']",762,168.0,2023-04-18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Re:Star Seer,"['Fandoms:\nRe:ゼロから始める異世界生活 | Re:Zero Starting Life in Another World (Anime), 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)']",['Emilia/Natsuki Subaru'],"['Natsuki Subaru', 'Emilia (Re:Zero)', 'Felt (Re:Zero)', 'Reinhard van Astrea', 'Elsa Granhiert']",688,23.0,2023-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ciúmes,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Kirishima Eijirou'],"['Bakugou Katsuki', 'Kirishima Eijirou']",24,5.0,2023-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project Floating Frogs,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Asui Tsuyu/Uraraka Ochako', 'Bakugou Katsuki/Midoriya Izuku']","['Uraraka Ochako', 'Asui Tsuyu', 'Class 1-A (My Hero Academia)', 'Midoriya Izuku', 'Bakugou Katsuki', 'Jirou Kyouka', 'Yaoyorozu Momo', 'Kirishima Eijirou', 'Sero Hanta', 'Iida Tenya', 'Kaminari Denki', 'Shinsou Hitoshi']",502,31.0,2023-04-18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TommyInnit – the Hero's Origin,"['Fandoms:\nDream SMP, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia']","['Aizawa Shouta | Eraserhead & TommyInnit (Video Blogging RPF)', 'Wilbur Soot & Technoblade & TommyInnit & Phil Watson', 'Midoriya Izuku & TommyInnit (Video Blogging RPF)', 'Class 1-A (My Hero Academia) & TommyInnit (Video Blogging RPF)', 'Pro Heroes (My Hero Academia)/Reader', 'Takami Keigo | Hawks & TommyInnit (Video Blogging RPF)', 'Toby Smith | Tubbo & TommyInnit', 'Class 1-A & Pro Heroes (My Hero Academia)']","['TommyInnit (Video Blogging RPF)', 'Aizawa Shouta | Eraserhead', 'Takami Keigo | Hawks', 'Bakugou Katsuki', 'Midoriya Izuku', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'Nedzu (My Hero Academia)', 'Alexis | Quackity', 'Technoblade (Video Blogging RPF)', 'Phil Watson | Philza', 'Yamada Hizashi | Present Mic', 'Yagi Toshinori | All Might', 'League of Villains (My Hero Academia)', 'Cara | CaptainPuffy', 'Clay | Dream (Video Blogging RPF)', 'Ranboo (Video Blogging RPF)', 'Sam | Awesamdude', 'Ghostbur (Dream SMP)']",10492,480.0,2023-04-18,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Uncrowned Greatest Hero,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, ワンパンマン | One-Punch Man']","['Jirou Kyouka/Midoriya Izuku', 'Yagi Toshinori/Tatsumaki']","['Yagi Toshinori | All Might', 'Midoriya Izuku', 'Jirou Kyouka', 'Garou (One-Punch Man)', 'Bang | Silver Fang']",8049,84.0,2023-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Concept of Devotion,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Dabi | Todoroki Touya'],"['Bakugou Katsuki', 'Dabi | Todoroki Touya', 'Aizawa Shouta | Eraserhead', 'Kirishima Eijirou', 'Kaminari Denki', 'Sero Hanta', 'Ashido Mina', 'Todoroki Shouto', 'Uraraka Ochako', 'Shouji Mezou', 'Asui Tsuyu', 'Kouda Kouji', 'Iida Tenya', 'Midoriya Izuku', 'Tokoyami Fumikage', 'Satou Rikidou', 'Aoyama Yuuga', 'Ojiro Mashirao', 'Yaoyorozu Momo', 'Jirou Kyouka', 'Mineta Minoru']",107,18.0,2023-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Well, this is certianly not a child",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Midoriya Inko & Midoriya Izuku'],"['Midoriya Izuku', 'Bakugou Katsuki', 'Aldera Middle School Students (My Hero Academia)', 'Class 1-A (My Hero Academia)']",107,7.0,2023-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Call That Almost Led Bakugou To His Doom.,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku', 'Kirishima Eijirou']",200,6.0,2023-04-18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Not Pills, But Potions",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Amajiki Tamaki/Reader'],"['Amajiki Tamaki', 'Black reader - Character']",130,4.0,2023-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
About The City of Althea,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga), Haikyuu!!']",[],['Black reader - Character'],13,,2023-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This Night Without a Star,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Reader'],"['OC - Character', 'Named Reader - Character']",1364,27.0,2023-04-18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Brightside,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Midoriya Izuku/Todoroki Shouto'],"['Midoriya Izuku', 'Todoroki Shouto', 'Bakugou Katsuki', 'Midoriya Inko', 'Midoriya Hisashi', 'Todoroki Enji | Endeavor']",7535,324.0,2023-04-18,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upside-Down Cinnamon Roll,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku/Everyone', 'Class 1-B Girls/Midoriya Izuku', 'Class 1-A Girls/Midoriya Izuku', 'Midoriya Inko/Sensei | All For One', 'Midoriya Hisashi/Midoriya Inko']",[],13320,241.0,2023-04-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
