title,mixed fandom,ships,characters,hits,kudos,published,Deku,Bakugo,Deku & Bakugo,Aizawa,Prez Mic,Aizawa & Prez Mic,Aizawa & Deku,Enjiro,Bakugo & Kirishima,Shoto,Deku & Shoto,Dabi,Hawks,Dabi & Hawks,Uraraka,Deku & Uraraka,All Might,Deku & All Might,Class,Deku & Class,Denki,Shinsou,Denki & Shinsou,Deku & Shinsou,Reader,Bakugo & Reader,Bakugo & Shoto,Deku & Prez Mic,Mina,Kirashima,Mina & Kirashima,Jirou,Jirou & Denki,Shigaraki Tomura,Deku & Shigaraki Tomura,Aizawa & Shinsou,Nedzu,Deku & Nedzu,Deku & Reader
Spellbound,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku & Original Character(s)', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Midoriya Izuku & Everyone', 'Class 1-A & Midoriya Izuku']","['Midoriya Izuku', 'Midoriya Inko', 'Aizawa Shouta | Eraserhead', 'Yagi Toshinori | All Might', 'Bakugou Katsuki', 'Uraraka Ochako', 'Iida Tenya', 'Kirishima Eijirou', 'Shinsou Hitoshi', 'Asui Tsuyu', 'Class 1-A (My Hero Academia)', 'Midoriya Ayumu']",24133,904.0,2022-05-04,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hospital Kisses,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Usagiyama Rumi | Miruko/Reader'],['Usagiyama Rumi | Miruko'],1641,51.0,2022-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unexpected,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Uraraka Ochako'],"['Bakugou Katsuki', 'Uraraka Ochako', 'Class 1-A Girls (My Hero Academia)']",6162,522.0,2022-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aizawa Gets A Boyfriend,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic'],"['Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Kayama Nemuri | Midnight', 'Fukukado Emi | Ms. Joke']",2053,109.0,2022-05-04,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
me time,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Bakugou Katsuki'],[],3035,199.0,2022-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aizawa Shouta and the Terrible, Horrible, No Good, Very Bad Neighbors","['Fandoms:\nNaruto, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia']",[],"['Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Shiranui Genma', 'Morino Ibiki', 'Inuzuka Kiba', 'Hyuuga Neji']",1903,313.0,2022-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
As Free As My Hair,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Kirishima Eijirou'],[],925,148.0,2022-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Painkiller,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Shinsou Hitoshi/Reader', 'Bakugou Katsuki/Reader', 'Kirishima Eijirou/Reader', 'Midoriya Izuku/Reader', 'Kaminari Denki/Reader', 'Todoroki Shouto/Reader']","['Reader', 'Shinsou Hitoshi', 'Bakugou Katsuki', 'Kirishima Eijirou', 'Midoriya Izuku', 'Kaminari Denki', 'Todoroki Shouto', 'Aizawa Shouta | Eraserhead', 'Shuuzenji Chiyo | Recovery Girl', 'Iida Tenya']",3377,302.0,2022-05-04,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Your Love Is My Favourite Band,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic'],"['Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Kayama Nemuri | Midnight']",424,89.0,2022-05-04,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark of the Siren,"[""Fandoms:\nFive Nights at Freddy's, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, Lego Ninjago, Haikyuu!!""]","[""Montgomery Gator (Five Nights at Freddy's)/Original Female Character(s)"", ""Glamrock Bonnie/Glamrock Freddy (Five Nights at Freddy's)/Reader"", ""Glamrock Chica/Roxanne Wolf (Five Nights at Freddy's)""]","['Original Female Character(s)', ""Montgomery Gator (Five Nights at Freddy's)"", ""Glamrock Freddy (Five Nights at Freddy's)"", ""Glamrock Bonnie (Five Nights at Freddy's)"", ""Glamrock Chica (Five Nights at Freddy's)"", ""Roxanne Wolf (Five Nights at Freddy's)"", 'Uraraka Ochako', 'Zane (Ninjago)', 'Jay Walker', 'Kirishima Eijirou', 'Nishinoya Yuu', 'Sawamura Daichi', 'Original Male Character(s)', 'William Afton | Dave Miller', 'Michael Afton']",42,1.0,2022-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Sides of the Same Coin,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Yamada Hizashi | Present Mic', 'Midoriya Izuku & Yamada Hizashi | Present Mic']","['Midoriya Izuku', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Nezu', 'Tsukauchi Naomasa', 'Yagi Toshinori | All Might', 'Shuuzenji Chiyo | Recovery Girl', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'Shinsou Hitoshi', 'Bakugou Katsuki', 'Eri (My Hero Academia)']",227573,5659.0,2022-05-04,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rememberance,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Kirishima Eijirou'],"['Kirishima Eijirou', 'Bakugou Katsuki']",122,10.0,2022-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Totally n̶o̶t̶ Quirkless,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic'],"['Midoriya Izuku', 'Midoriya Inko', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Bakugou Katsuki', 'Class 1-A (My Hero Academia)']",551,29.0,2022-05-01,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
started with a spark (now we're on fire),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku']",2591,182.0,2022-05-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonnie & Klein,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Midoriya Izuku/Midoriya Izuku', 'Bakugou Katsuki/Midoriya Izuku/Midoriya Izuku', 'Bakugou Katsuki/Bakugou Katsuki', 'BKDK/BKDK - Relationship']","['Midoriya Izuku', 'Bakugou Katsuki', 'Future Midoriya Izuku', 'future bakugou katsuki']",119867,7663.0,2022-05-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Another Day, Another Dollar",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Dabi | Todoroki Touya/Takami Keigo | Hawks', 'Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko', 'Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko/Takami Keigo | Hawks']","['Dabi | Todoroki Touya', 'Takami Keigo | Hawks', 'Shigaraki Tomura | Shimura Tenko']",1864,103.0,2022-05-01,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regrettably Attached,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Midoriya Izuku']","['Bakugou Katsuki', 'Midoriya Izuku', 'Aizawa Shouta | Eraserhead', 'Shigaraki Tomura | Shimura Tenko']",675,36.0,2022-05-01,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teacher Buggy,"['Fandoms:\nOne Piece, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia']",[],"['Buggy (One Piece)', 'Class 1-A (My Hero Academia)', 'Aizawa Shouta | Eraserhead', 'Yagi Toshinori | All Might']",744,49.0,2022-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aren’t You Supposed to Burn if You’re a Star,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', ""Midoriya Inko & Midoriya Izuku & Midoriya Izuku's Family""]","['Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Midoriya Izuku', 'Midoriya Inko', 'Midoriya Hisashi', 'Kayama Nemuri | Midnight', ""Midoriya Izuku's Family"", 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'Shinsou Hitoshi', 'Yagi Toshinori | All Might', 'Tsukauchi Naomasa', 'Todoroki Family (My Hero Academia)', 'Nezu', 'Bakugou Katsuki', 'Bakugou Mitsuki', 'Bakugou Masaru', ""Bakugou Katsuki's Parents"", 'Kaminari Denki', 'Ashido Mina', 'Kirishima Eijirou', 'Jirou Kyouka', 'Yaoyorozu Momo', 'Satou Rikidou', 'Uraraka Ochako', 'Todoroki Shouto', 'Shigaraki Tomura | Shimura Tenko', 'League of Villains (My Hero Academia)', 'Toga Himiko', 'Dabi | Todoroki Touya', 'Iguchi Shuuichi | Spinner', 'Sako Atsuhiro | Mr. Compress', 'AFO', 'Sensei | All For One', 'Bubaigawara Jin | Twice', 'Kurogiri (My Hero Academia)', 'Mineta Minoru', 'Sero Hanta', 'Iida Tenya', 'Iida Tensei | Ingenium', 'Tokoyami Fumikage', 'Asui Tsuyu', 'Hagakure Tooru', 'Ojiro Mashirao', 'Aoyama Yuuga', 'Shouji Mezou', 'Kodai Yui', 'Maijima Higari | Power Loader', 'Snipe (My Hero Academia)', 'Shuuzenji Chiyo | Recovery Girl', 'Ectoplasm (My Hero Academia)']",786,52.0,2022-05-01,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Anime in Danganronpa,"['Fandoms:\nHaikyuu!!, 七つの大罪 - 鈴木央 | Nanatsu no Taizai | The Seven Deadly Sins - Suzuki Nakaba (Anime & Manga), Dangan Ronpa - All Media Types, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, Soul Eater, Kill la Kill (Anime & Manga), Fullmetal Alchemist: Brotherhood & Manga, 食戟のソーマ | Food Wars! Shokugeki no Soma, Naruto, Avatar: The Last Airbender, RWBY, Assassination Classroom, One Piece']",[],"['Midoriya Izuku', 'Hinata Shouyou', 'Hyuuga Hinata', 'Zuko (Avatar)', 'Edward Elric', 'Nakiri Erina', 'Weiss Schnee', 'Yang Xiao Long', 'Maka Albarn', 'Mankanshoku Mako', 'Nami (One Piece)', 'Mineta Minoru', 'Akabane Karma', 'L (Death Note)', 'Yagami Light', 'Elizabeth Liones']",1658,34.0,2022-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entropy,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Akaguro Chizome | Stain & Midoriya Izuku', 'Midoriya Izuku & Shigaraki Tomura | Shimura Tenko', 'Midoriya Izuku & Todoroki Touya | Dabi', 'Midoriya Izuku & Toga Himiko', 'League of Villains & Midoriya Izuku', 'Midoriya Inko & Midoriya Izuku', 'Midoriya Izuku & Yagi Toshinori | All Might', 'Izumi Kouta & Midoriya Izuku', 'Midoriya Izuku & Eri', 'Midoriya Izuku & Todoroki Fuyumi', 'Akaguro Chizome | Stain & Dabi | Todoroki Touya', 'Bakugou Katsuki & Midoriya Izuku', 'Midoriya Izuku & Sensei | All For One']","['Midoriya Izuku', 'Akaguro Chizome | Stain', 'Tsukauchi Naomasa', 'Aizawa Shouta | Eraserhead', 'Midoriya Inko', 'Shigaraki Tomura | Shimura Tenko', 'Kurogiri (My Hero Academia)', 'Sensei | All For One', 'Yagi Toshinori | All Might', 'Dabi | Todoroki Touya', 'Toga Himiko', 'League of Villains (My Hero Academia)', 'Bakugou Katsuki', 'Eri (My Hero Academia)', 'Chisaki Kai | Overhaul', 'Todoroki Fuyumi', 'Todoroki Enji | Endeavor', 'Fujimoto Reiki (Original Character)']",125473,4146.0,2022-05-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
How Izuku took over Japan (Destroyed it and Rebuilt it),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Hagakure Tooru & Monoma Neito', 'Bubaigawara Jin | Twice & Toga Himiko', 'Izuku & OC & Mei & Dabi & Monoma & Twice & Toga & Hagakure']","['Midoriya Izuku', 'Midoriya Inko', 'Original Characters', 'Bubaigawara Jin | Twice', 'Toga Himiko', 'Hagakure Tooru', 'Monoma Neito', 'Dabi', 'Hatsume Mei', 'Sensei | All For One']",14399,808.0,2022-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Class 1-A is chaos,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Midoriya Izuku/A healthy spine'],"['Midoriya Izuku', 'Todoroki Shouto', 'Uraraka Ochako', 'Bakugou Katsuki', 'Kirishima Eijirou', 'Asui Tsuyu', 'Ashido Mina', 'Kaminari Denki', 'Sero Hanta', 'Iida Tenya', 'Yaoyorozu Momo', 'Jirou Kyouka', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Tokoyami Fumikage', 'Shouji Mezou', 'Ojiro Mashirao', 'Hagakure Tooru', 'Kouda Kouji', 'Satou Rikidou', 'Yagi Toshinori | All Might', 'Aoyama Yuuga', 'Nedzu (My Hero Academia)']",2426,150.0,2022-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burning Feathers,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Dabi | Todoroki Touya/Takami Keigo | Hawks', 'League of Villains & Takami Keigo | Hawks', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Nedzu & Sensei | All For One', 'Midoriya Inko/Sensei | All For One']","['Takami Keigo | Hawks', 'Dabi | Todoroki Touya', 'Toga Himiko', 'Iguchi Shuuichi | Spinner', 'Bubaigawara Jin | Twice', 'Class 1-A (My Hero Academia)', 'League of Villains (My Hero Academia)', 'Nedzu (My Hero Academia)', 'Kurogiri (My Hero Academia)', 'U.A. Faculty (My Hero Academia)', 'Yagi Toshinori | All Might', 'Sensei | All For One', 'Hero Public Safety Commission (My Hero Academia)', 'Hero Public Safety Commission President (My Hero Academia)']",3202,229.0,2022-05-01,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
He die,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Midoriya Izuku & Death'],['Midoriya Izuku'],55,8.0,2022-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
with my mid-youth crisis all said and done,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, Katekyou Hitman Reborn!']","['Midoriya Inko & Midoriya Izuku', 'Midoriya Hisashi & Midoriya Izuku', 'Midoriya Izuku & Original Female Character(s)', 'Midoriya Izuku & Sensei | All For One', 'Midoriya Izuku & Yagi Toshinori | All Might', 'Midoriya Izuku & Original Male Character(s)', 'Midoriya Izuku & Reborn (Katekyou Hitman Reborn!)', 'Class 1-A & Midoriya Izuku']","['Midoriya Izuku', 'Midoriya Inko', 'Midoriya Hisashi', 'Sensei | All For One', 'Yagi Toshinori | All Might', 'Original Characters', 'Reborn (Katekyou Hitman Reborn!)', 'Class 1-A (My Hero Academia)', 'Aizawa Shouta | Eraserhead', 'Various villains', 'and so many OCs - Character']",1463,167.0,2022-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Podfic | in which bakugou has a gay crisis about deku's birthday,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Ashido Mina & Bakugou Katsuki & Uraraka Ochako']","['Bakugou Katsuki', 'Midoriya Izuku', 'Ashido Mina', 'Uraraka Ochako', 'Kirishima Eijirou', 'Todoroki Shouto', 'Kaminari Denki']",1785,20.0,2022-05-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conversations and Beans,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],[],"['Sero Hanta', ""Sero Hanta's Mother"", 'mentioned Ashido Mina - Character']",204,24.0,2022-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"and all i've seen, since 18 hours ago, is green eyes and freckles and your smile, in the back of my mind",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku/Todoroki Shouto', 'Todoroki Shouto & Yaoyorozu Momo']","['Midoriya Izuku', 'Todoroki Shouto', 'Yaoyorozu Momo']",1167,170.0,2022-05-01,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Of Land and Sea,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku']",2665,303.0,2022-05-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goner from the start,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Kirishima Eijirou', 'Minor or Background Relationship(s)']","['Bakugou Katsuki', 'Kirishima Eijirou', 'Midoriya Izuku', 'Uraraka Ochako', 'Todoroki Shouto', 'Asui Tsuyu', 'Mentioned Denki Kaminari - Character', 'Mentioned Mina Ashido', 'Mentioned Shinsou Hitoshi - Character', 'Mentioned Sero Hanta - Character']",913,139.0,2022-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I’ll Be Back,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku & Past One For All Users', 'Midoriya Izuku & Yoichi | First One For All User', 'Midoriya Izuku & Second One For All User', 'Second One For All User/Yoichi | First One For All User (My Hero Academia)', 'Midoriya Izuku & Third One For All User', 'Midoriya Izuku & Shinomori Hikage', 'Banjou Daigorou | Lariat & Midoriya Izuku', 'Midoriya Izuku & Sixth One For All User', 'Banjou Daigorou | Lariat & Sixth One For All User', 'Midoriya Izuku & Shimura Nana', 'Shimura Nana & Yagi Toshinori | All Might', 'Midoriya Izuku & Yagi Toshinori | All Might', 'Midoriya Izuku & Sensei | All For One']","['Midoriya Izuku', 'Past One For All Users (My Hero Academia)', 'Sensei | All For One', 'Yoichi | First One For All User (My Hero Academia)', 'Second One For All User (My Hero Academia)', 'Third One For All User (My Hero Academia)', 'Shinomori Hikage', 'Banjou Daigorou | Lariat', 'Sixth One for All User (My Hero Academia)', 'Shimura Nana', 'Yagi Toshinori | All Might']",11031,799.0,2022-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gravel trap,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Tsutsumi Kaina | Lady Nagant/Usagiyama Rumi | Miruko'],"['Usagiyama Rumi | Miruko', 'Tsutsumi Kaina | Lady Nagant', 'Toyomitsu Taishirou | Fat Gum']",252,8.0,2022-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Battle beside a true hero,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Kirishima Eijirou/Midoriya Izuku', 'Kaminari Denki/Shinsou Hitoshi', 'Bakugou Katsuki & Midoriya Izuku', 'Bakugou Katsuki & Kirishima Eijirou', 'Ashido Mina/Bakugou Katsuki', 'Iida Tenya/Uraraka Ochako', 'Sero Hanta/Todoroki Shouto']","['Midoriya Izuku', 'Kirishima Eijirou', 'Shinsou Hitoshi', 'Class 1-A (My Hero Academia)']",387,25.0,2022-04-28,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Like ‘L’ Word Worse,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki/Midoriya Izuku', 'Ashido Mina/Kirishima Eijirou']","['Bakugou Katsuki', 'Midoriya Izuku', 'Kirishima Eijirou', 'Ashido Mina', 'Class 1-A (My Hero Academia)', 'Shinsou Hitoshi']",2039,203.0,2022-04-28,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Cruel & Unusual,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Shinsou Hitoshi/Original Female Character(s)'],"['Shinsou Hitoshi', 'Original Female Character(s)']",925,38.0,2022-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A fool's bargain,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],[],"['Tsutsumi Kaina | Lady Nagant', 'Sensei | All For One', 'Midoriya Izuku', 'Number Six (My Hero Academia)']",4302,900.0,2022-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three Taps,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku & Yagi Toshinori | All Might', 'Midoriya Inko & Midoriya Izuku']","['Midoriya Izuku', 'Midoriya Inko', 'Yagi Toshinori | All Might', 'Uraraka Ochako', 'Iida Tenya']",2587,578.0,2022-04-28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love in Measures,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki & Midoriya Izuku']","['Bakugou Katsuki', 'Midoriya Izuku']",1930,282.0,2022-04-28,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A little fall of rain,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku', 'Kirishima Eijirou', 'Uraraka Ochako', 'Class 1-A (My Hero Academia)', 'Midoriya Inko']",802,61.0,2022-04-28,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In Your Care,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Todoroki Shouto/Yaoyorozu Momo'],"['Yaoyorozu Momo', 'Todoroki Shouto', 'Aizawa Shouta | Eraserhead', 'Class 1-A (My Hero Academia)']",2708,233.0,2022-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Horrors Within,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, Slendytubbies (Video Games)']",[],"['Kayama Nemuri | Midnight', 'Sero Hanta', 'Kaminari Denki', 'Ashido Mina', 'Kirishima Eijirou', 'Sasaki Mirai | Sir Nighteye', 'Bubaigawara Jin | Twice']",148,3.0,2022-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
